url	primary language	files	sloc
https://github.com/amber-smalltalk/amber		2	79
https://github.com/scottdejonge/map-icons	HTML	25	2844
https://github.com/freshshell/fresh	Ruby	11	2132
https://github.com/thomaswilburn/Caret	JavaScript	307	174632
https://github.com/muan/github-gmail	JavaScript	19	672
https://github.com/ncase/polygons	JavaScript	46	3535
https://github.com/pakyow/pakyow	Ruby	575	25374
https://github.com/gillesdemey/Cumulus	JavaScript	39	3000
https://github.com/csete/gqrx	C++	135	23833
https://github.com/brianpeiris/RiftSketch	JavaScript	29	6684
https://github.com/gjtorikian/html-proofer	Ruby	266	11886
https://github.com/jspahrsummers/xcconfigs		3	9
https://github.com/twitter/twitter.github.com	HTML	9	726
https://github.com/NREL/api-umbrella	Ruby	1203	74462
https://github.com/panda3d/panda3d	C++	5194	784487
https://github.com/brianmario/charlock_holmes	Ruby	28	1566
https://github.com/AdamsLair/duality	C#	1047	122539
https://github.com/gnuradio/gnuradio	C++	3409	321042
https://github.com/msmhq/msm	Shell	17	1150
https://github.com/ReactiveCocoa/ReactiveCocoaLayout	Objective-C	54	4347
https://github.com/potionfactory/LetsMove	Objective-C	9	531
https://github.com/ruslo/hunter	CMake	305	29245
https://github.com/project-open-data/project-open-data.github.io	HTML	84	13955
https://github.com/unitedstates/congress-legislators	Python	59	550048
https://github.com/dfm/emcee	Python	53	4789
https://github.com/typelift/SwiftCheck	Swift	46	7193
https://github.com/divegeek/uscode	Python	5	133
https://github.com/jubatus/jubatus	C++	318	26683
https://github.com/rodjek/puppet-lint	Ruby	73	7646
https://github.com/spotify/apps-tutorial		3	8
https://github.com/bhollis/jsonview	JavaScript	44	967
https://github.com/Q42/0hh1	JavaScript	21	4270
https://github.com/shpakovski/MASPreferences	Objective-C	8	338
https://github.com/thieman/github-selfies	JavaScript	17	1596
https://github.com/boredzo/iso-8601-date-formatter	Objective-C	33	2253
https://github.com/leereilly/swot	Ruby	12	620
https://github.com/hawksley/eleVR-Web-Player	JavaScript	13	4451
https://github.com/NuGet/Home	PowerShell	6	151
https://github.com/matreshkajs/matreshka	JavaScript	229	19343
https://github.com/notwaldorf/emoji-translate	JavaScript	19	14841
https://github.com/mp911de/lettuce	Java	771	55568
https://github.com/stamen/modestmaps-js	JavaScript	107	16836
https://github.com/APIs-guru/openapi-directory	JavaScript	746	815775
https://github.com/factor/factor	Factor	1064	143710
https://github.com/jxnblk/colorable	HTML	43	4093
https://github.com/frappe/frappe	Python	1721	186885
https://github.com/cashmusic/platform	PHP	6945	464374
https://github.com/methusalah/OpenRTS	Java	351	375561
https://github.com/essentials/Essentials	Java	407	49232
https://github.com/pybee/batavia	JavaScript	303	37159
https://github.com/TomorrowTodayLabs/NewtonVR	C#	237	21319
https://github.com/muan/emojilib	JavaScript	13	11894
https://github.com/ushahidi/SMSSync	Java	536	41904
https://github.com/ekelokorpi/panda-engine	JavaScript	26	14695
https://github.com/carlosgaldino/alfred-emoji-workflow	Ruby	7	1822
https://github.com/theleagueof/raleway		5	293
https://github.com/SpigotMC/BungeeCord	Java	282	16063
https://github.com/republique-et-canton-de-geneve/chvote-1-0	Java	87	5325
https://github.com/propublica/guides	HTML	8	323
https://github.com/cloud66/habitus	Go	622	146015
https://github.com/paulcbetts/splat	C#	64	10962
https://github.com/MightyPirates/OpenComputers	Scala	1911	98177
https://github.com/mroth/emojitracker		3	62
https://github.com/ocaml/opam	OCaml	227	38542
https://github.com/github/Archimedes	Objective-C	25	1044
https://github.com/Genshin/PhantomOpenEmoji	Ruby	25	1921
https://github.com/adobe/adobe.github.com	CSS	53	26168
https://github.com/PrismarineJS/mineflayer	JavaScript	72	7063
https://github.com/Vazkii/Botania	Java	2019	85899
https://github.com/4ian/GD	C++	3138	626989
https://github.com/qiciengine/qiciengine		5	477
https://github.com/kpreid/shinysdr	Python	160	23659
https://github.com/travis-ci/travis-web	JavaScript	640	30875
https://github.com/rapidpro/rapidpro	JavaScript	3179	901103
https://github.com/miek/inspectrum	C++	49	2379
https://github.com/Artificial-Engineering/lycheejs	JavaScript	427	58695
https://github.com/OpenExoplanetCatalogue/open_exoplanet_catalogue	Python	5587	185843
https://github.com/sindresorhus/notifier-for-github-chrome	JavaScript	29	1413
https://github.com/dib-lab/khmer	Python	659	147759
https://github.com/icsharpcode/AvalonEdit	C#	254	31629
https://github.com/kamranahmedse/githunt	HTML	13	898
https://github.com/chapel-lang/chapel	Chapel	3450	776839
https://github.com/MitocGroup/deep-framework	HTML	1335	897854
https://github.com/twitter/twitter-kit-android	Java	831	39288
https://github.com/catalyzeio/policies	JavaScript	52	3712
https://github.com/github/government.github.com	HTML	131	20762
https://github.com/cms-sw/cmssw	C++	47892	5931127
https://github.com/rishabhp/pappu-pakia	JavaScript	14	1858
https://github.com/wpeterson/emoji	Ruby	16	2182
https://github.com/danielsdeleo/Decider	Ruby	56	3485
https://github.com/alphagov/whitehall	Ruby	2262	144835
https://github.com/ndmitchell/hlint	Haskell	73	5623
https://github.com/codeforamerica/adopt-a-hydrant	Ruby	86	20962
https://github.com/theleagueof/ostrich-sans	CSS	6	357
https://github.com/AlienVault-Labs/AlienVaultLabs	Python	41	1627
https://github.com/notwaldorf/github-canned-responses	JavaScript	12	610
https://github.com/drewrwilson/toolsforactivism		3	46
https://github.com/electron/electron.atom.io	HTML	307	226392
https://github.com/Netflix/netflix.github.com	HTML	28	13808
https://github.com/ffoodd/a11y.css	CSS	104	6801
https://github.com/echonest/remix.js	JavaScript	13	1475
https://github.com/brunopulis/awesome-a11y		5	231
https://github.com/uscensusbureau/citysdk	JavaScript	80	23663
https://github.com/mcMMO-Dev/mcMMO	Java	405	43804
https://github.com/jgaeddert/liquid-dsp	C	797	95585
https://github.com/ushahidi/platform	PHP	613	23639
https://github.com/Circular-Studios/Dash	D	226	75093
https://github.com/theleagueof/junction		6	323
https://github.com/RefugeRestrooms/refugerestrooms	JavaScript	140	12679
https://github.com/ngageoint/geoq	JavaScript	419	175874
https://github.com/klepas/open-baskerville	Ruby	9	1904
https://github.com/soundcloud/areweplayingyet	JavaScript	62	1831
https://github.com/junegunn/vim-emoji	VimL	6	997
https://github.com/mtytel/cursynth	C++	107	27985
https://github.com/fontello/brandico.font	HTML	9	1385
https://github.com/jhogue/PE-Analog-Clock-icon-font	HTML	11	865
https://github.com/ashtuchkin/u2f	JavaScript	6	342
https://github.com/Samsung/GearVRf	C++	1258	151109
https://github.com/IBM/ibm.github.io	HTML	12	6879
https://github.com/hackdaymanifesto/hackdaymanifesto.github.com	CSS	8	776
https://github.com/psas/av3-fc	C	42	2434
https://github.com/praekelt/vumi	Python	495	80485
https://github.com/canadaduane/house		3	6
https://github.com/eclipse/golo-lang	Java	294	26134
https://github.com/micdoodle8/Galacticraft	Java	2403	247205
https://github.com/robrix/Madness	Swift	36	1260
https://github.com/whhglyphs/webhostinghub-glyphs		3	17
https://github.com/times/cardkit	JavaScript	89	44857
https://github.com/RangeNetworks/openbts	C++	412	88987
https://github.com/ReactiveCocoa/RockemSockem	Objective-C	30	444
https://github.com/github/hoosegow	Ruby	13	770
https://github.com/jspahrsummers/objc-build-scripts	Shell	6	100
https://github.com/GlowstoneMC/Glowstone	Java	995	65123
https://github.com/musictheory/rchook	Shell	3	113
https://github.com/square/square.github.io	CSS	11	3383
https://github.com/perl-catalyst/catalyst-runtime	Perl	14	655
https://github.com/xlgames-inc/XLE	C++	3396	764727
https://github.com/crashlytics/digits-android	Java	349	23412
https://github.com/inaka/elvis	Erlang	15	1910
https://github.com/dylan-lang/opendylan	Dylan	567	140149
https://github.com/opengovfoundation/madison	PHP	627	54847
https://github.com/sindresorhus/notifier-for-github		3	6
https://github.com/ComputationalRadiationPhysics/picongpu	C++	791	55078
https://github.com/ember-cli/ember-twiddle	JavaScript	190	8021
https://github.com/rdio/rdio-simple	Java	58	10592
https://github.com/accesslint/accesslint.js	JavaScript	18	439
https://github.com/leereilly/emoji		8	7
https://github.com/leo-editor/leo-editor	Python	949	259628
https://github.com/cfpb/qu	Clojure	91	9919
https://github.com/TimeMagazine/babynames	JavaScript	15	1625
https://github.com/Esri/esri.github.com	HTML	0	0
https://github.com/theleagueof/chunk		5	294
https://github.com/hotosm/osm-tasking-manager2	JavaScript	155	24544
https://github.com/realmacsoftware/RMErrorRecoveryAttempter	Objective-C	16	331
https://github.com/mathiasbynens/emoji-regex	JavaScript	9	177
https://github.com/srcclr/commit-watcher	Ruby	117	3131
https://github.com/idiot/Spiffing	PHP	5	91
https://github.com/ropensci/rplos	R	59	2191
https://github.com/GliaX/Stethoscope	Ruby	14	403
https://github.com/pluspeople/pesaPi	PHP	88	5529
https://github.com/sdrdis/hotfix	C#	119	13408
https://github.com/jeroenverfallie/ggo13-transcube	JavaScript	113	32153
https://github.com/karelia/KSFileUtilities	Objective-C	37	4040
https://github.com/Unity-Technologies/EditorVR	C#	290	24127
https://github.com/Heydon/REVENGE.CSS	CSS	4	295
https://github.com/artsy/artsy.github.io	CSS	239	17190
https://github.com/harshjv/github-repo-size	JavaScript	6	263
https://github.com/censusreporter/censusreporter	HTML	175	1315264
https://github.com/muan/emoji-minesweeper	JavaScript	4	581
https://github.com/Yubico/python-u2flib-server	Python	27	1523
https://github.com/gosu-lang/gosu-lang	Gosu	2624	283000
https://github.com/cyverse/atmosphere	Python	558	42292
https://github.com/prettydiff/a11y-tools		3	69
https://github.com/Yubico/php-u2flib-server	PHP	9	826
https://github.com/cupakromer/emoji-rspec	Ruby	50	894
https://github.com/gklyne/things		5	82
https://github.com/tcurdt/feedbackreporter	Objective-C	49	2601
https://github.com/hackaye/activism-framework		10	173
https://github.com/notwaldorf/emojillate	HTML	310	42643
https://github.com/datadesk/python-elections	Python	42	7755
https://github.com/OperationCode/operationcode	HTML	193	6627
https://github.com/Chicago/food-inspections-evaluation	HTML	54	4339
https://github.com/tstranex/u2f	Go	15	919
https://github.com/GSA/data	HTML	4	231
https://github.com/castle/ruby-u2f	Ruby	34	1223
https://github.com/gbatha/PolyBranch	JavaScript	25	91773
https://github.com/Yubico/libu2f-host	C	51	5621
https://github.com/nysenate/OpenLegislation	Java	1008	87772
https://github.com/codeafrica/github-africa	Python	14	3684
https://github.com/GSA/https	Python	127	5857
https://github.com/18F/open-source-policy		8	183
https://github.com/nmoroze/swap	JavaScript	12	1367
https://github.com/MachineMuse/MachineMusePowersuits	Java	232	15810
https://github.com/muan/megamoji	CSS	14	1784
https://github.com/JJ/hoborg	Perl	37	6286
https://github.com/muan/dashboard	JavaScript	6	145
https://github.com/Yelp/yelp.github.io	JavaScript	16	19349
https://github.com/github/resque	Ruby	46	4155
https://github.com/Shopify/shopify.github.com	CSS	97	10004
https://github.com/zzarcon/gh-emoji	JavaScript	18	1413
https://github.com/antionio/game-off-2013	Java	93	6364
https://github.com/cernopendata/opendata.cern.ch	Python	341	3632176
https://github.com/srsLTE/srsUE	C++	138	42527
https://github.com/benbalter/congressional-districts		2	35
https://github.com/lastfm/musicbrainz-data	Java	64	2872
https://github.com/sanemat/do-not-merge-wip-for-github	JavaScript	25	601
https://github.com/nyaruka/smartmin	Python	104	14937
https://github.com/documize/community	Go	1806	287361
https://github.com/mozzadrella/Informal-Tech-Project		4	124
https://github.com/ded/emojize	CSS	8	1830
https://github.com/wordset/wordset-ui	CSS	308	12664
https://github.com/underverk/3D_Printer	C++	54	20170
https://github.com/ProLoser/Github-Omnibox	JavaScript	34	2966
https://github.com/gavinwahl/django-u2f	Python	40	1556
https://github.com/iliterobotics/3D		3	14
https://github.com/SAP/sap.github.com	HTML	15	2028
https://github.com/xtoolkit/Micon	CSS	103	40032
https://github.com/CMAA/nova-organi-harmonia		3	12
https://github.com/avoinministerio/avoinministerio	Ruby	376	33155
https://github.com/onaio/onadata	Python	991	124109
https://github.com/stevefaulkner/HTML5accessibility	HTML	61	8515
https://github.com/emberobserver/client	JavaScript	308	13401
https://github.com/TwoFactorAuth/ruby	Ruby	77	1978
https://github.com/Yubico/java-u2flib-server	Java	86	3962
https://github.com/keen/keen-dataviz.js	JavaScript	83	82032
https://github.com/thecodejunkie/github.expandinizr	JavaScript	13	434
https://github.com/timehome/game-off-2012	JavaScript	137	18949
https://github.com/reprap/huxley	Assembly	43	2
https://github.com/guardian/guardian.github.com	HTML	1503	25456
https://github.com/gilt/code.gilt.com	CSS	12	8151
https://github.com/18F/accessibility	Ruby	36	1492
https://github.com/dequelabs/axe-cli	JavaScript	9	342
https://github.com/mroth/emojistatic	CSS	30	13089
https://github.com/eweinhoffer/Bike-Accessories		3	98
https://github.com/lulea/game-off-2012	CoffeeScript	41	1832
https://github.com/cfpb/cfpb.github.io	HTML	50	3562
https://github.com/RothschildGames/release-cycles	CoffeeScript	62	7775
https://github.com/BetaNYC/Bike-Share-Data-Best-Practices		4	23
https://github.com/harvesthq/how-to-walkabout		5	107
https://github.com/regulately/regulately-back-end	Python	24	823
https://github.com/code4lib/antiharassment-policy		7	295
https://github.com/universalcore/elastic-git	Python	52	5277
https://github.com/CodeForAfrica/GotToVote	HTML	34	280373
https://github.com/ondras/custom-tetris	JavaScript	24	1371
https://github.com/BuzzFeedNews/2014-06-bikeshare-gender-maps	Jupyter Notebook	10	557
https://github.com/Yatser/prettypullrequests	JavaScript	26	12555
https://github.com/brucedog/u2flib	JavaScript	132	44680
https://github.com/dylanb/a11yfy	JavaScript	54	10645
https://github.com/gnuradio/volk	C++	185	22241
https://github.com/thehen/game-off-2012		17	7167
https://github.com/minefold/hubot-minecraft	CoffeeScript	9	474
https://github.com/eyedol/kasahorow-Keyboard-For-Android	Java	630	48030
https://github.com/frontlinesms/frontlinesms2	Groovy	162	12231
https://github.com/huffpostdata/ap-election-loader	Ruby	12	566
https://github.com/Yubico/libu2f-server	C	31	2891
https://github.com/kenamick/game-off-2013	JavaScript	35	10576
https://github.com/ryanflorence/github-plusone-extension	JavaScript	8	155
https://github.com/Zolmeister/avabranch	JavaScript	45	6729
https://github.com/mroth/emoji-data-js	CoffeeScript	13	493
https://github.com/razh/game-off-2013	JavaScript	67	19598
https://github.com/ddionisio/game-off-2013	C#	200	24195
https://github.com/OpenInstitute/OpenDuka	PHP	285	52385
https://github.com/CityOfPhiladelphia/flu-shot-spec	Ruby	6	126
https://github.com/aduggin/accessibility-fails	HTML	48	10370
https://github.com/panzerdp/clipboardy	JavaScript	61	9289
https://github.com/swcarpentry/swcarpentry		3	51
https://github.com/sweetcarolinagames/BitBot	JavaScript	107	15624
https://github.com/benbalter/github-mention-highlighter	JavaScript	21	6652
https://github.com/krzysu/game-off-2013	JavaScript	63	8822
https://github.com/skalnik/peg-board-spindle		3	7
https://github.com/ForbesLindesay/github-real-names	JavaScript	7	187
https://github.com/chisimba/chisimba	JavaScript	8163	1593031
https://github.com/angular/protractor-accessibility-plugin	JavaScript	16	692
https://github.com/RothschildGames/change	CoffeeScript	78	8914
https://github.com/redbluegames/game-off-2013	C#	41	3383
https://github.com/Octocarina/game-off-2012	JavaScript	32	5054
https://github.com/e-nable/Service-Station	CSS	57	20685
https://github.com/WhiteHouse/fitara	CSS	120	12001
https://github.com/Yubico/wordpress-u2f	PHP	4	290
https://github.com/Murkantilism/game-off-2013	C#	196	35367
https://github.com/rootio/rootio_web	Python	356	40539
https://github.com/AD1337/ForKingGame	ActionScript	20	790
https://github.com/news-hound/Ronin	JavaScript	22	17133
https://github.com/ogoshen/game-off-2012	JavaScript	7	5882
https://github.com/glennswest/kosselg1		8	119
https://github.com/kenamick/game-off-2012	JavaScript	34	10825
https://github.com/svenanders/jetmanjr	JavaScript	124	11747
https://github.com/mike-north/chrome-github-boxcutter	JavaScript	10	6431
https://github.com/ajam/2014_payday-nation-data		4	133
https://github.com/awesome-interactive/game-off-2013	C#	14	414
https://github.com/JuanitoFatas/mojime	Ruby	4	4345
https://github.com/dukechronicle/chronline	Ruby	517	25786
https://github.com/mtravers/callcongress	Clojure	19	416
https://github.com/skalnik/secret-bear-clip		3	7
https://github.com/ndd365/showup	CSS	5829	580593
https://github.com/adhicl/game-off-2012	ActionScript	43	3077
https://github.com/ktchernov/Dig-Deep-RL	CoffeeScript	106	3365
https://github.com/cwleonard/game-off-2015	JavaScript	9	7458
https://github.com/josegallegos07/game-off-2013	JavaScript	15	2477
https://github.com/CommerceGov/Policies-and-Guidance		7	201
https://github.com/regulately/regulately-front-end	JavaScript	47	1758
https://github.com/fernjager/game-off-2013	JavaScript	12	2980
https://github.com/Yorubaname/yorubaname-website	Java	141	8797
https://github.com/leereilly/hubot-minecraft-skin		3	11
https://github.com/debugpolitics/debugpolitics.github.io	HTML	8	826
https://github.com/openlexington/gethelplex	JavaScript	85	14737
https://github.com/JamesGable/skifree.js	JavaScript	35	2935
https://github.com/sweetcarolinagames/Umbilicus-Ascension	C#	39	1982
https://github.com/DancingBanana/genetic-drift	JavaScript	36	9380
https://github.com/sahuguet/influenza	Jupyter Notebook	9	60371
https://github.com/vladikoff/game-off-2012	JavaScript	47	3975
https://github.com/Juzley/Typing-Knight	JavaScript	22	17060
https://github.com/IonicaBizau/octo-pakia	JavaScript	18	2046
https://github.com/Epiphane/avabranch	JavaScript	226	15041
https://github.com/Froggies/trake	JavaScript	42	2113
https://github.com/kenamick/game-off-2015	JavaScript	18	9736
https://github.com/t4nuj/clumsy-bird	JavaScript	22	21044
https://github.com/satanas/game-off-2015	JavaScript	19	46682
https://github.com/razh/upstream-commit	JavaScript	47	5320
https://github.com/MistyMiracle/a-lighted-story	JavaScript	26	3586
https://github.com/liline/pappu-pakia	JavaScript	14	2002
https://github.com/catalincraciun/Chromacore	C#	25	854
https://github.com/AkirAssasin/ggo15-FloodIt	JavaScript	7	10934
https://github.com/Grub0/Lost-Beneath-The-Surface	JavaScript	10	832
https://github.com/Kibibit/achievibit	JavaScript	69	17164
https://github.com/bitoiu/markwrap	JavaScript	6	121
https://github.com/bitoiu/github-red-alert	CoffeeScript	27	6689
