url	primary language	stars	commits	merges	avg message	rat issue refs
https://github.com/derbyjs/derby	JavaScript	4278	1722	76	48.6277584204	0.0209059233449
https://github.com/erikflowers/weather-icons	CSS	4265	149	26	48.2483221477	0.140939597315
https://github.com/WhitestormJS/whs.js	JavaScript	4254	2088	187	30.5359195402	0.19061302682
https://github.com/mopidy/mopidy	Python	4163	7570	966	66.3079260238	0.113077939234
https://github.com/coolwanglu/vim.js	C	4150	219	19	13.7899543379	0.00456621004566
https://github.com/jplayer/jPlayer	JavaScript	4131	395	36	65.3696202532	0.139240506329
https://github.com/arangodb/arangodb	C++	4109	40974	9010	54.5663835603	0.0428320398301
https://github.com/hanami/hanami	Ruby	4102	1416	398	76.3460451977	0.255649717514
https://github.com/neo4j/neo4j	Java	4093	48790	11113	124.485570814	0.146382455421
https://github.com/sympy/sympy	Python	4079	28939	5028	118.198244583	0.17809875946
https://github.com/elm-lang/elm-compiler	Haskell	3978	4106	564	67.2803214808	0.117876278617
https://github.com/primer/octicons	JavaScript	3951	268	67	53.6343283582	0.242537313433
https://github.com/exercism/exercism.io	Ruby	3949	6627	1520	81.356571601	0.29123283537
https://github.com/atlemo/SubtlePatterns	HTML	3920	52	10	45.8269230769	0.115384615385
https://github.com/nim-lang/Nim	Nim	3906	11002	2303	61.3567533176	0.303762952191
https://github.com/sorich87/bootstrap-tour	CoffeeScript	3899	650	133	60.3830769231	0.170769230769
https://github.com/CSSLint/csslint	JavaScript	3860	605	125	62.9669421488	0.345454545455
https://github.com/benpickles/peity	HTML	3859	319	30	48.526645768	0.0783699059561
https://github.com/skywinder/github-changelog-generator	Ruby	3857	1441	433	42.9181124219	0.158917418459
https://github.com/purescript/purescript	Haskell	3853	3688	929	78.8253796095	0.40726681128
https://github.com/newsapps/beeswithmachineguns	Python	3849	216	55	69.3333333333	0.240740740741
https://github.com/AudioKit/AudioKit	Swift	3809	4049	706	54.130155594	0.0918745369227
https://github.com/overtone/overtone	Clojure	3789	2984	284	74.0164209115	0.0596514745308
https://github.com/pypa/pip	Python	3783	5383	1337	82.0481144343	0.287386215865
https://github.com/CodeboxIDE/codebox	JavaScript	3769	2016	94	41.8030753968	0.0952380952381
https://github.com/graphite-project/graphite-web	JavaScript	3696	3358	857	82.549434187	0.264740917213
https://github.com/stylelint/stylelint	JavaScript	3654	3409	806	63.4247579935	0.443825168671
https://github.com/guardian/frontend	HTML	3623	74885	22416	58.011123723	0.196154102958
https://github.com/doublespeakgames/adarkroom	JavaScript	3609	735	210	92.9510204082	0.284353741497
https://github.com/manuelkiessling/nodebeginner.org	HTML	3595	454	61	48.59030837	0.0991189427313
https://github.com/emojione/emojione	PHP	3590	699	123	40.7067238913	0.115879828326
https://github.com/SpaceVim/SpaceVim	Vim script	3572	1623	316	37.6648182378	0.186691312384
https://github.com/sass/libsass	C++	3556	3713	1005	84.0296256396	0.271747912739
https://github.com/patchthecode/JTAppleCalendar	Swift	3548	763	32	46.745740498	0.0419397116645
https://github.com/Soundnode/soundnode-app	JavaScript	3543	860	317	64.8186046512	0.429069767442
https://github.com/wbond/package_control	Python	3527	947	46	79.8711721225	0.0485744456177
https://github.com/snowplow/snowplow	Scala	3515	5452	210	55.5506236244	0.301357300073
https://github.com/cisco/ChezScheme	Scheme	3498	251	57	135.689243028	0.139442231076
https://github.com/mozilla/Fira	CSS	3447	118	31	121.576271186	0.254237288136
https://github.com/ryanb/ruby-warrior	Ruby	3420	221	6	49.8009049774	0.0814479638009
https://github.com/scottschiller/SoundManager2	JavaScript	3397	1404	60	86.2115384615	0.022792022792
https://github.com/gitpitch/gitpitch	Java	3376	96	2	81.5520833333	0.09375
https://github.com/Khan/tota11y	JavaScript	3359	317	31	148.094637224	0.141955835962
https://github.com/rtyley/bfg-repo-cleaner	Scala	3353	443	16	139.532731377	0.0948081264108
https://github.com/uber/deck.gl	JavaScript	3347	965	35	84.4020725389	0.525388601036
https://github.com/AlexNisnevich/untrusted	JavaScript	3317	1091	252	51.6040329973	0.186984417965
https://github.com/spine/spine	JavaScript	3315	950	182	56.1884210526	0.223157894737
https://github.com/nathansmith/960-Grid-System	CSS	3293	76	3	108.013157895	0.0394736842105
https://github.com/facebook/mention-bot	JavaScript	3266	223	51	72.7264573991	0.466367713004
https://github.com/HospitalRun/hospitalrun-frontend	JavaScript	3260	2467	227	87.0226996352	0.23510336441
https://github.com/beefproject/beef	JavaScript	3222	2921	282	92.4731256419	0.147552208148
https://github.com/openshift/origin	Go	3215	20742	7947	97.4274419053	0.396056310867
https://github.com/defunkt/dotjs	Ruby	3192	113	20	45.185840708	0.185840707965
https://github.com/tmux-plugins/tpm	Shell	3188	169	11	43.201183432	0.12426035503
